time,strokeIdx,pointIdx,posX,posY,posZ,rotX,rotY,rotZ,rotW,width,colR,colG,colB,colA
30.69628,1,1,0.1883855,1.421374,-0.5876634,0.5098595,0.805886,0.2978075,0.04360975,0.05693997,0.4043511,0,0.4014504,1
30.70621,1,2,0.1891178,1.41249,-0.5888568,0.516468,0.8026763,0.2944221,0.0478266,0.05693997,0.4043511,0,0.4014504,1
30.71748,1,3,0.1896609,1.402804,-0.5900084,0.5232319,0.7996506,0.289579,0.05414301,0.05693997,0.4043511,0,0.4014504,1
30.72771,1,4,0.190479,1.392363,-0.5910363,0.5291489,0.7976133,0.2833079,0.05959209,0.05693997,0.4043511,0,0.4014504,1
30.73865,1,5,0.1909335,1.381266,-0.5916439,0.532832,0.79719,0.275791,0.06721361,0.05693997,0.4043511,0,0.4014504,1
30.74992,1,6,0.1916375,1.369955,-0.5921926,0.5357329,0.7968182,0.2689558,0.07572359,0.05693997,0.4043511,0,0.4014504,1
30.76105,1,7,0.1920152,1.358816,-0.5925724,0.538384,0.7962253,0.2633126,0.08267102,0.05693997,0.4043511,0,0.4014504,1
30.77199,1,8,0.1922825,1.347703,-0.5926523,0.5405068,0.7961422,0.2574379,0.08795319,0.05693997,0.4043511,0,0.4014504,1
30.78358,1,9,0.1923885,1.336388,-0.5929758,0.5435174,0.795725,0.2504101,0.09330242,0.05693997,0.4043511,0,0.4014504,1
30.79444,1,10,0.19297,1.324884,-0.5933082,0.5477196,0.7942585,0.2433041,0.09979846,0.05693997,0.4043511,0,0.4014504,1
30.80646,1,11,0.1932879,1.312983,-0.5931507,0.5522146,0.7922937,0.2362913,0.107221,0.05693997,0.4043511,0,0.4014504,1
30.81697,1,12,0.1933499,1.301993,-0.5926413,0.5544815,0.7915836,0.2307131,0.1127705,0.05693997,0.4043511,0,0.4014504,1
30.82797,1,13,0.1935779,1.290913,-0.5921534,0.5554395,0.7918239,0.2251749,0.1174664,0.05693997,0.4043511,0,0.4014504,1
30.83917,1,14,0.1937113,1.280375,-0.591267,0.5514444,0.7956074,0.2199131,0.1206484,0.05693997,0.4043511,0,0.4014504,1
30.8521,1,15,0.1937146,1.269906,-0.5903876,0.5498316,0.7976034,0.2140902,0.1252174,0.05693997,0.4043511,0,0.4014504,1
30.86167,1,16,0.1940085,1.258569,-0.5893862,0.5495008,0.798485,0.2082566,0.1307662,0.05693997,0.4043511,0,0.4014504,1
30.87335,1,17,0.1945216,1.247032,-0.5882515,0.5506993,0.7980599,0.2025248,0.137166,0.05693997,0.4043511,0,0.4014504,1
30.88591,1,18,0.1947458,1.235816,-0.5869794,0.5517116,0.797897,0.1963138,0.1429537,0.05693997,0.4043511,0,0.4014504,1
30.89559,1,19,0.1949492,1.224372,-0.5857739,0.5517225,0.7985128,0.1898538,0.1481056,0.05693997,0.4043511,0,0.4014504,1
30.90758,1,20,0.1950308,1.212905,-0.5844753,0.5511253,0.799747,0.1828275,0.1524459,0.05693997,0.4043511,0,0.4014504,1
30.92067,1,21,0.1953632,1.201125,-0.5833538,0.5508218,0.8006884,0.1753466,0.1573116,0.05693997,0.4043511,0,0.4014504,1
30.93043,1,22,0.1953983,1.189086,-0.5818549,0.5521321,0.8001454,0.1681824,0.163194,0.05693997,0.4043511,0,0.4014504,1
30.94043,1,23,0.195769,1.177229,-0.5800514,0.5531147,0.7993383,0.1615091,0.1704035,0.05693997,0.4043511,0,0.4014504,1
30.95241,1,24,0.1959977,1.165788,-0.578515,0.5532039,0.7992623,0.1544383,0.1769011,0.05693997,0.4043511,0,0.4014504,1
30.96297,1,25,0.1962619,1.154574,-0.5768018,0.5515334,0.8007286,0.1455496,0.1829213,0.05693997,0.4043511,0,0.4014504,1
30.97473,1,26,0.1961704,1.143575,-0.5751725,0.5494469,0.8026225,0.1358104,0.1883108,0.05693997,0.4043511,0,0.4014504,1
30.98512,1,27,0.1960955,1.132659,-0.5735493,0.5495744,0.8026641,0.1271862,0.1937063,0.05693997,0.4043511,0,0.4014504,1
30.99728,1,28,0.1961785,1.122222,-0.5716597,0.5506369,0.8015109,0.1201771,0.199842,0.05693997,0.4043511,0,0.4014504,1
31.01016,1,29,0.1963324,1.112654,-0.5700228,0.5525638,0.7996975,0.1138881,0.2053941,0.05693997,0.4043511,0,0.4014504,1
31.02043,1,30,0.1963283,1.103421,-0.5681431,0.554023,0.7983403,0.1072455,0.2102611,0.05693997,0.4043511,0,0.4014504,1
31.03036,1,31,0.1965591,1.095237,-0.566599,0.5546446,0.7976803,0.1003941,0.2144685,0.05693997,0.4043511,0,0.4014504,1
31.04239,1,32,0.1966305,1.088771,-0.5645953,0.5529181,0.7986247,0.09349805,0.2184912,0.05693997,0.4043511,0,0.4014504,1
31.05177,1,33,0.1969444,1.08399,-0.5628757,0.5478261,0.8013645,0.08614276,0.2242345,0.05693997,0.4043511,0,0.4014504,1
31.0629,1,34,0.1972242,1.081305,-0.5614251,0.5407485,0.8048285,0.08072764,0.2309225,0.05693997,0.4043511,0,0.4014504,1
31.44314,2,1,0.2000886,1.274118,-0.5863308,0.5184044,0.8075675,0.2267105,0.1664151,0.05693997,0.4043511,0,0.4014504,1
31.45577,2,2,0.1975138,1.274002,-0.5856001,0.5221782,0.8057426,0.2267597,0.1633669,0.05693997,0.4043511,0,0.4014504,1
31.46467,2,3,0.1948622,1.273393,-0.5845894,0.5255902,0.8037489,0.2271974,0.1616293,0.05693997,0.4043511,0,0.4014504,1
31.47553,2,4,0.1914437,1.273121,-0.5832637,0.5261025,0.8041475,0.2253483,0.1605656,0.05693997,0.4043511,0,0.4014504,1
31.48959,2,5,0.1884413,1.273165,-0.5816847,0.5244728,0.8056163,0.2237666,0.1607465,0.05693997,0.4043511,0,0.4014504,1
31.49867,2,6,0.1844819,1.273464,-0.5796716,0.5198706,0.8089715,0.2219833,0.1613165,0.05693997,0.4043511,0,0.4014504,1
31.51037,2,7,0.1803768,1.273821,-0.577628,0.5161758,0.811743,0.2209739,0.160644,0.05693997,0.4043511,0,0.4014504,1
31.5209,2,8,0.1761178,1.274117,-0.5757088,0.5138928,0.8136156,0.2202378,0.1594968,0.05693997,0.4043511,0,0.4014504,1
31.53197,2,9,0.1710355,1.274496,-0.5735224,0.5125421,0.8150853,0.2197768,0.1569548,0.05693997,0.4043511,0,0.4014504,1
31.54302,2,10,0.1656663,1.274853,-0.5709667,0.5139011,0.814602,0.2208037,0.1535418,0.05693997,0.4043511,0,0.4014504,1
31.55616,2,11,0.160113,1.274782,-0.5683646,0.5176724,0.8124185,0.2224505,0.1500243,0.05693997,0.4043511,0,0.4014504,1
31.5659,2,12,0.1550155,1.27457,-0.5658236,0.520285,0.8111469,0.2227876,0.1473431,0.05693997,0.4043511,0,0.4014504,1
31.57693,2,13,0.1488901,1.274264,-0.5632358,0.5208064,0.8117852,0.2211199,0.1444699,0.05693997,0.4043511,0,0.4014504,1
31.58838,2,14,0.1433378,1.273825,-0.5607249,0.5191875,0.8135563,0.2196453,0.142571,0.05693997,0.4043511,0,0.4014504,1
31.5996,2,15,0.1377792,1.273471,-0.5582314,0.5178439,0.8150512,0.2182632,0.1410339,0.05693997,0.4043511,0,0.4014504,1
31.60995,2,16,0.1323132,1.272823,-0.5560746,0.5164154,0.8167433,0.2159029,0.140113,0.05693997,0.4043511,0,0.4014504,1
31.62162,2,17,0.1269993,1.271828,-0.5540254,0.5176443,0.8168466,0.2133682,0.1388527,0.05693997,0.4043511,0,0.4014504,1
31.63245,2,18,0.1217665,1.270704,-0.5521016,0.5200994,0.8160875,0.2113649,0.1371964,0.05693997,0.4043511,0,0.4014504,1
31.64349,2,19,0.1173372,1.269436,-0.5505375,0.5228792,0.8151249,0.2091434,0.1357496,0.05693997,0.4043511,0,0.4014504,1
31.65634,2,20,0.1135967,1.268896,-0.5494158,0.5229633,0.8160733,0.2056822,0.1350137,0.05693997,0.4043511,0,0.4014504,1
31.6665,2,21,0.1104558,1.269321,-0.5485689,0.5201645,0.8187225,0.2024393,0.1346877,0.05693997,0.4043511,0,0.4014504,1
31.6775,2,22,0.1078911,1.270576,-0.5476912,0.5156057,0.8222567,0.1997387,0.134719,0.05693997,0.4043511,0,0.4014504,1
31.68828,2,23,0.1056193,1.272628,-0.5469511,0.5107307,0.8257815,0.1978786,0.134474,0.05693997,0.4043511,0,0.4014504,1
31.69966,2,24,0.1035916,1.275025,-0.5460879,0.5074452,0.8281651,0.1968644,0.1337404,0.05693997,0.4043511,0,0.4014504,1
32.01177,3,1,0.1023962,1.419717,-0.5607706,0.5314438,0.7940913,0.286864,0.068524,0.05693997,0.4043511,0,0.4014504,1
32.02293,3,2,0.1027955,1.412118,-0.5602562,0.5383411,0.7898155,0.2841921,0.07493431,0.05693997,0.4043511,0,0.4014504,1
32.03609,3,3,0.103245,1.40413,-0.5593192,0.5434372,0.787257,0.2798617,0.08111665,0.05693997,0.4043511,0,0.4014504,1
32.04522,3,4,0.1036062,1.394817,-0.5588918,0.5434701,0.7888966,0.2728908,0.08839263,0.05693997,0.4043511,0,0.4014504,1
32.05683,3,5,0.1041532,1.387789,-0.5585442,0.5448701,0.7888601,0.2682801,0.09403352,0.05693997,0.4043511,0,0.4014504,1
32.0683,3,6,0.1044186,1.379281,-0.5580833,0.5436751,0.790571,0.2630182,0.1011749,0.05693997,0.4043511,0,0.4014504,1
32.08078,3,7,0.1043333,1.370793,-0.5571993,0.5434774,0.7911932,0.2592994,0.1068161,0.05693997,0.4043511,0,0.4014504,1
32.08996,3,8,0.1037872,1.362203,-0.5570651,0.5439642,0.7914476,0.2561705,0.109957,0.05693997,0.4043511,0,0.4014504,1
32.10365,3,9,0.1033736,1.353826,-0.5570519,0.5446683,0.791781,0.2528956,0.1116395,0.05693997,0.4043511,0,0.4014504,1
32.1124,3,10,0.1027815,1.34561,-0.5565641,0.5456775,0.7917892,0.2498756,0.1134385,0.05693997,0.4043511,0,0.4014504,1
32.12428,3,11,0.1025851,1.337125,-0.5563666,0.5455527,0.7924332,0.2463789,0.1171298,0.05693997,0.4043511,0,0.4014504,1
32.1361,3,12,0.1026034,1.328318,-0.5561286,0.5436115,0.7943259,0.2419671,0.1224127,0.05693997,0.4043511,0,0.4014504,1
32.14598,3,13,0.1024243,1.319382,-0.5558596,0.5418389,0.7961774,0.2367707,0.1282645,0.05693997,0.4043511,0,0.4014504,1
32.15696,3,14,0.1024582,1.310167,-0.5556669,0.541002,0.7973586,0.2314064,0.1341162,0.05693997,0.4043511,0,0.4014504,1
32.16965,3,15,0.1024367,1.301052,-0.555392,0.5405656,0.7983326,0.2259424,0.1392985,0.05693997,0.4043511,0,0.4014504,1
32.17954,3,16,0.1023011,1.291835,-0.5554737,0.5408038,0.7991964,0.2198982,0.1430426,0.05693997,0.4043511,0,0.4014504,1
32.19056,3,17,0.1021565,1.282699,-0.5555483,0.5408457,0.799998,0.2142481,0.146925,0.05693997,0.4043511,0,0.4014504,1
32.20264,3,18,0.1022407,1.273728,-0.5553976,0.5407699,0.8006541,0.2092061,0.1508445,0.05693997,0.4043511,0,0.4014504,1
32.21294,3,19,0.1025162,1.264964,-0.5552391,0.5403386,0.8012921,0.2048149,0.1549718,0.05693997,0.4043511,0,0.4014504,1
32.22412,3,20,0.1026561,1.256208,-0.5548772,0.5397305,0.8020445,0.2003009,0.1590446,0.05693997,0.4043511,0,0.4014504,1
32.23608,3,21,0.1030318,1.247508,-0.5544406,0.5390369,0.8029273,0.1945312,0.1640263,0.05693997,0.4043511,0,0.4014504,1
32.24836,3,22,0.1033986,1.238656,-0.5541846,0.5388662,0.8035178,0.1884117,0.1687709,0.05693997,0.4043511,0,0.4014504,1
32.25824,3,23,0.1037977,1.230081,-0.5536859,0.5400123,0.8031626,0.1824411,0.1732967,0.05693997,0.4043511,0,0.4014504,1
32.26976,3,24,0.1043658,1.22152,-0.5531341,0.5410283,0.8026739,0.1775259,0.1774473,0.05693997,0.4043511,0,0.4014504,1
32.27987,3,25,0.1049994,1.213282,-0.5523208,0.542155,0.8020691,0.1736235,0.1805775,0.05693997,0.4043511,0,0.4014504,1
32.29192,3,26,0.1057859,1.205304,-0.551495,0.542397,0.8021848,0.1688432,0.1838401,0.05693997,0.4043511,0,0.4014504,1
32.30353,3,27,0.1065211,1.197242,-0.5504874,0.5417751,0.8027446,0.163472,0.1880369,0.05693997,0.4043511,0,0.4014504,1
32.31509,3,28,0.1075755,1.189525,-0.5496675,0.5412285,0.8029203,0.1588497,0.1927628,0.05693997,0.4043511,0,0.4014504,1
32.32505,3,29,0.1086411,1.181703,-0.5484125,0.5414273,0.80255,0.1548743,0.1969368,0.05693997,0.4043511,0,0.4014504,1
32.33897,3,30,0.1097879,1.174262,-0.5469966,0.5412957,0.8024527,0.1509263,0.2007239,0.05693997,0.4043511,0,0.4014504,1
32.34869,3,31,0.1106551,1.166934,-0.5454532,0.5411606,0.802406,0.146656,0.2044064,0.05693997,0.4043511,0,0.4014504,1
32.35818,3,32,0.1118876,1.159605,-0.5437309,0.5417525,0.801535,0.1426433,0.2090432,0.05693997,0.4043511,0,0.4014504,1
32.37128,3,33,0.1128975,1.152246,-0.5421493,0.5423051,0.8007137,0.1385221,0.2134818,0.05693997,0.4043511,0,0.4014504,1
32.38077,3,34,0.1135617,1.145468,-0.5405304,0.5427966,0.8001208,0.1345407,0.2169733,0.05693997,0.4043511,0,0.4014504,1
32.39161,3,35,0.1144718,1.138596,-0.5389888,0.5424362,0.800082,0.1305234,0.2204441,0.05693997,0.4043511,0,0.4014504,1
32.40374,3,36,0.1151792,1.132148,-0.5375358,0.5409746,0.8009112,0.1256438,0.2238335,0.05693997,0.4043511,0,0.4014504,1
32.41429,3,37,0.1156316,1.125868,-0.5360686,0.5390944,0.8018529,0.1201578,0.2279723,0.05693997,0.4043511,0,0.4014504,1
32.42577,3,38,0.1155967,1.119914,-0.5349591,0.5371046,0.8029496,0.1146663,0.2316081,0.05693997,0.4043511,0,0.4014504,1
32.43634,3,39,0.1155994,1.114195,-0.5339158,0.5367094,0.8031465,0.1102737,0.2339629,0.05693997,0.4043511,0,0.4014504,1
32.44812,3,40,0.1157119,1.108418,-0.5329069,0.5364608,0.8031971,0.1060308,0.2363084,0.05693997,0.4043511,0,0.4014504,1
32.46106,3,41,0.1153656,1.103229,-0.532037,0.536602,0.8030247,0.1014002,0.2385953,0.05693997,0.4043511,0,0.4014504,1
32.46978,3,42,0.1149623,1.098259,-0.5312977,0.5373871,0.8022305,0.09644088,0.241538,0.05693997,0.4043511,0,0.4014504,1
32.48128,3,43,0.114394,1.094035,-0.5305897,0.5381042,0.8016487,0.09199865,0.2435971,0.05693997,0.4043511,0,0.4014504,1
32.49233,3,44,0.1136633,1.09004,-0.5301531,0.5384784,0.8016721,0.08746409,0.2443625,0.05693997,0.4043511,0,0.4014504,1
32.50332,3,45,0.1124586,1.088735,-0.5305116,0.5373007,0.8035517,0.08460644,0.2417738,0.05693997,0.4043511,0,0.4014504,1
32.51568,3,46,0.1115967,1.087331,-0.5302556,0.5352049,0.8055539,0.08321238,0.2402381,0.05693997,0.4043511,0,0.4014504,1
36.07754,4,1,0.04059392,1.199939,-0.4815692,0.231364,0.9662167,0.1130176,-0.01109805,0.05693997,1,0.3507507,0.7753754,1
36.08836,4,2,0.03918087,1.199778,-0.4806934,0.2312227,0.9664129,0.1114044,-0.01309086,0.05693997,1,0.3507507,0.7753754,1
36.10121,4,3,0.03785098,1.199065,-0.480324,0.2308643,0.9667289,0.1092004,-0.01457253,0.05693997,1,0.3507507,0.7753754,1
36.11095,4,4,0.03617102,1.197981,-0.4799316,0.2305994,0.9670801,0.1063485,-0.01642966,0.05693997,1,0.3507507,0.7753754,1
36.1224,4,5,0.03401923,1.197319,-0.4789912,0.2298622,0.9673929,0.1047679,-0.01839072,0.05693997,1,0.3507507,0.7753754,1
36.1331,4,6,0.03152001,1.196648,-0.4778996,0.2291076,0.9675982,0.1041559,-0.02037332,0.05693997,1,0.3507507,0.7753754,1
36.14441,4,7,0.02870983,1.196257,-0.4762954,0.2280519,0.9677908,0.1042251,-0.0225933,0.05693997,1,0.3507507,0.7753754,1
36.15631,4,8,0.02536315,1.196064,-0.474206,0.227012,0.9679086,0.104781,-0.02529037,0.05693997,1,0.3507507,0.7753754,1
36.16798,4,9,0.02156705,1.195847,-0.4717059,0.2273841,0.9676894,0.1050812,-0.02883874,0.05693997,1,0.3507507,0.7753754,1
36.17804,4,10,0.01742157,1.195609,-0.4691838,0.2284588,0.9673258,0.104868,-0.03301656,0.05693997,1,0.3507507,0.7753754,1
36.18906,4,11,0.01256606,1.195624,-0.466314,0.2287074,0.9671407,0.1044658,-0.03766588,0.05693997,1,0.3507507,0.7753754,1
36.20047,4,12,0.007483363,1.195525,-0.463371,-0.2281152,-0.9670898,-0.1042577,0.04279322,0.05693997,1,0.3507507,0.7753754,1
36.21456,4,13,0.002571881,1.195462,-0.4606804,-0.2278944,-0.966956,-0.1037779,0.04786004,0.05693997,1,0.3507507,0.7753754,1
36.2225,4,14,-0.002936691,1.195485,-0.4579432,-0.2276708,-0.9667608,-0.1028945,0.05433704,0.05693997,1,0.3507507,0.7753754,1
36.23344,4,15,-0.008677363,1.196261,-0.455238,-0.2263069,-0.9667077,-0.102508,0.06126648,0.05693997,1,0.3507507,0.7753754,1
36.24481,4,16,-0.01419339,1.197291,-0.4526542,-0.2249841,-0.9665293,-0.1028998,0.06793379,0.05693997,1,0.3507507,0.7753754,1
36.25592,4,17,-0.0199827,1.199552,-0.4500092,-0.2246993,-0.9657927,-0.1047891,0.07598753,0.05693997,1,0.3507507,0.7753754,1
36.26779,4,18,-0.02538934,1.203435,-0.4473043,-0.2259052,-0.9643895,-0.1087811,0.08418149,0.05693997,1,0.3507507,0.7753754,1
36.27854,4,19,-0.03041252,1.206564,-0.4445626,-0.2261017,-0.9634007,-0.1117583,0.09081481,0.05693997,1,0.3507507,0.7753754,1
36.29061,4,20,-0.03518939,1.211145,-0.4421364,-0.225845,-0.9624279,-0.1154292,0.09696861,0.05693997,1,0.3507507,0.7753754,1
36.30131,4,21,-0.0397754,1.215717,-0.4398106,-0.2262241,-0.9612104,-0.1188539,0.1037834,0.05693997,1,0.3507507,0.7753754,1
36.31215,4,22,-0.04333642,1.222235,-0.4379207,-0.2289653,-0.9588785,-0.1253035,0.1114721,0.05693997,1,0.3507507,0.7753754,1
36.32314,4,23,-0.04591066,1.228188,-0.4361726,-0.2339013,-0.9560019,-0.1321279,0.1178675,0.05693997,1,0.3507507,0.7753754,1
36.33396,4,24,-0.04827985,1.233901,-0.4345426,-0.2385175,-0.9533865,-0.1378816,0.1230951,0.05693997,1,0.3507507,0.7753754,1
36.34586,4,25,-0.04888019,1.24005,-0.4335592,-0.2435572,-0.950914,-0.1438796,0.1254641,0.05693997,1,0.3507507,0.7753754,1
36.35701,4,26,-0.04959801,1.246119,-0.4325057,-0.2465249,-0.9488928,-0.1495728,0.1282806,0.05693997,1,0.3507507,0.7753754,1
36.3683,4,27,-0.04800943,1.252978,-0.4325368,-0.2475253,-0.9477,-0.1555134,0.1281078,0.05693997,1,0.3507507,0.7753754,1
36.3798,4,28,-0.04723358,1.258988,-0.4317908,-0.2492564,-0.9461584,-0.1614677,0.1287784,0.05693997,1,0.3507507,0.7753754,1
36.39022,4,29,-0.04447526,1.265,-0.4321252,-0.2514624,-0.9448681,-0.1670298,0.1268546,0.05693997,1,0.3507507,0.7753754,1
36.40089,4,30,-0.04198858,1.270801,-0.432521,-0.2541394,-0.9434693,-0.1721981,0.1250069,0.05693997,1,0.3507507,0.7753754,1
36.41336,4,31,-0.03794789,1.276109,-0.4335352,-0.2572286,-0.9421603,-0.1775023,0.1210804,0.05693997,1,0.3507507,0.7753754,1
36.42352,4,32,-0.03318334,1.280692,-0.4350415,-0.2610805,-0.9407058,-0.1822954,0.1169533,0.05693997,1,0.3507507,0.7753754,1
36.43447,4,33,-0.0281792,1.284534,-0.4369306,-0.2640284,-0.9397542,-0.1860468,0.1119723,0.05693997,1,0.3507507,0.7753754,1
36.4467,4,34,-0.02334988,1.28831,-0.4387628,-0.2664243,-0.9388711,-0.1898177,0.1072778,0.05693997,1,0.3507507,0.7753754,1
36.4569,4,35,-0.01705471,1.29046,-0.4417461,-0.2677991,-0.9388626,-0.1920098,0.09976506,0.05693997,1,0.3507507,0.7753754,1
36.46848,4,36,-0.01109457,1.292279,-0.4445655,-0.269626,-0.9386346,-0.1942501,0.09237906,0.05693997,1,0.3507507,0.7753754,1
36.48069,4,37,-0.005301535,1.294024,-0.4471843,-0.2724395,-0.9380142,-0.1966042,0.08516368,0.05693997,1,0.3507507,0.7753754,1
36.4909,4,38,0.001124084,1.294148,-0.4504896,-0.276245,-0.9373356,-0.1977144,0.0774589,0.05693997,1,0.3507507,0.7753754,1
36.5016,4,39,0.00743711,1.293467,-0.4539921,-0.2806338,-0.9367086,-0.1974204,0.0696203,0.05693997,1,0.3507507,0.7753754,1
36.5139,4,40,0.01373324,1.291988,-0.4576632,-0.2845584,-0.9363511,-0.1963333,0.06104513,0.05693997,1,0.3507507,0.7753754,1
36.52514,4,41,0.01966035,1.290504,-0.4611559,-0.2879401,-0.9360723,-0.1951015,0.05286418,0.05693997,1,0.3507507,0.7753754,1
36.5352,4,42,0.02549839,1.287252,-0.4650462,0.2912395,0.9361818,0.1918932,-0.04382275,0.05693997,1,0.3507507,0.7753754,1
36.54708,4,43,0.03130043,1.283402,-0.4690495,0.295784,0.9358589,0.1883365,-0.03477599,0.05693997,1,0.3507507,0.7753754,1
36.55776,4,44,0.03647006,1.278862,-0.4729525,0.3013481,0.9350817,0.1847046,-0.02637562,0.05693997,1,0.3507507,0.7753754,1
36.56891,4,45,0.04166412,1.273695,-0.4767224,0.3072233,0.9340724,0.1811492,-0.01754041,0.05693997,1,0.3507507,0.7753754,1
36.58063,4,46,0.04654008,1.268827,-0.4800942,0.3122874,0.9331469,0.1778628,-0.008851159,0.05693997,1,0.3507507,0.7753754,1
36.59159,4,47,0.05031139,1.262582,-0.4838652,0.3168533,0.932639,0.1725832,-0.001894914,0.05693997,1,0.3507507,0.7753754,1
36.60247,4,48,0.05359507,1.255936,-0.4875732,0.3199978,0.9328222,0.1656082,0.004266515,0.05693997,1,0.3507507,0.7753754,1
36.6146,4,49,0.05680227,1.24941,-0.4911857,0.3223713,0.9331766,0.1585743,0.01061163,0.05693997,1,0.3507507,0.7753754,1
36.62527,4,50,0.05802011,1.24152,-0.4941793,0.3228285,0.9343745,0.1498816,0.01617438,0.05693997,1,0.3507507,0.7753754,1
36.63631,4,51,0.05983073,1.23403,-0.4964587,0.325029,0.9346223,0.1426754,0.02193745,0.05693997,1,0.3507507,0.7753754,1
36.64766,4,52,0.06110781,1.2264,-0.4980823,0.3277764,0.934671,0.1349944,0.02700356,0.05693997,1,0.3507507,0.7753754,1
36.66111,4,53,0.06236285,1.218727,-0.4995943,0.3309172,0.9344261,0.1276559,0.0323367,0.05693997,1,0.3507507,0.7753754,1
36.67046,4,54,0.06295592,1.210437,-0.4999028,0.3360896,0.9333717,0.1205934,0.03630902,0.05693997,1,0.3507507,0.7753754,1
36.6819,4,55,0.06367958,1.202663,-0.5000333,0.3415042,0.9320824,0.114023,0.03995348,0.05693997,1,0.3507507,0.7753754,1
36.69444,4,56,0.06403899,1.194437,-0.498018,0.3471588,0.9305956,0.1077979,0.04303668,0.05693997,1,0.3507507,0.7753754,1
36.70443,4,57,0.06466699,1.186654,-0.4969279,0.3503882,0.9298896,0.1013251,0.04761093,0.05693997,1,0.3507507,0.7753754,1
36.71564,4,58,0.06453288,1.179376,-0.4935842,0.3500973,0.9302581,0.09628692,0.05273248,0.05693997,1,0.3507507,0.7753754,1
36.72935,4,59,0.06429201,1.172187,-0.4912716,0.3507607,0.9303495,0.09038648,0.0569831,0.05693997,1,0.3507507,0.7753754,1
36.73903,4,60,0.06291997,1.165777,-0.4876416,0.3494622,0.931264,0.08442542,0.05912544,0.05693997,1,0.3507507,0.7753754,1
36.74863,4,61,0.06170309,1.15944,-0.4847968,0.3489,0.931854,0.07842343,0.06137509,0.05693997,1,0.3507507,0.7753754,1
36.75984,4,62,0.05947852,1.153695,-0.4815694,0.3483606,0.9324973,0.07306291,0.06128247,0.05693997,1,0.3507507,0.7753754,1
36.77168,4,63,0.05753857,1.148101,-0.478483,0.3481845,0.9329384,0.0676755,0.06175492,0.05693997,1,0.3507507,0.7753754,1
